iter	MAE	RMSE
1707	0.4461134693	0.6061864706
1708	0.4459793335	0.6060093568
1709	0.4459467209	0.6059536024
1710	0.4458507587	0.6058089809
1711	0.4458094194	0.6057297121
1712	0.4457661594	0.6056693595
1713	0.4457336171	0.6056422738
1714	0.4456799162	0.6055477271
1715	0.4455749282	0.6054369289
1716	0.445573235	0.6054258164
1717	0.4455047244	0.6053225585
1718	0.4453481488	0.6051610843
1719	0.4453106768	0.6050833811
1720	0.4452731401	0.6050271633
1721	0.445195788	0.6049249129
1722	0.4451728109	0.6048946149
1723	0.4451289844	0.6048465044
1724	0.4451054148	0.6048296934
1725	0.4449818205	0.6046766088
1726	0.4448162418	0.6044590489
1727	0.4447393076	0.6043228454
1728	0.4447185913	0.6043111104
1729	0.4446697876	0.6042588074
1730	0.4446407005	0.6042464454
1731	0.4445695172	0.6040926428
1732	0.4444784437	0.604016974
1733	0.4443486839	0.6038793306
1734	0.4442949647	0.6037910285
1735	0.4442529984	0.6037504845
1736	0.4442143376	0.6036851801
1737	0.4441470201	0.6036195754
1738	0.4441363335	0.6036098798
1739	0.444120633	0.6035802314
1740	0.4441039527	0.6035557332
1741	0.4441032584	0.6035325263
1742	0.444028202	0.6034469731
1743	0.4440133838	0.603420133
1744	0.4439488663	0.6033132077
1745	0.4438017527	0.6031562126
1746	0.4437611416	0.6030977164
1747	0.4437493073	0.6030872359
1748	0.4436720425	0.6030202385
1749	0.4436653613	0.6030120758
1750	0.4435480147	0.6029060273
1751	0.4434620619	0.6027789133
1752	0.4433919485	0.6026762463
1753	0.4432653466	0.6024846042
1754	0.4432250044	0.6024140578
1755	0.4431982815	0.6023901303
1756	0.4431159277	0.602260633
1757	0.4430732829	0.6022280362
1758	0.4429722318	0.602115087
1759	0.4428915326	0.6020097301
1760	0.4428844193	0.6020032412
1761	0.4428080991	0.6019377029
1762	0.4427669972	0.601892518
1763	0.4427554591	0.6018649906
1764	0.4427196962	0.6018307021
1765	0.4427063357	0.6018183365
1766	0.4425554121	0.6016133229
1767	0.442478612	0.6014805432
1768	0.442462825	0.6014584113
1769	0.4423136126	0.6012688159
1770	0.4421711715	0.6010751456
1771	0.4420905462	0.6009566705
1772	0.442015516	0.6008231039
1773	0.4420140423	0.6008199384
1774	0.4418837997	0.6006326892
1775	0.441848283	0.6005862867
1776	0.4417764188	0.6004986498
1777	0.4417412682	0.6004224887
1778	0.441609046	0.600237986
1779	0.4415396903	0.6001515222
1780	0.4415253229	0.6001343669
1781	0.4414933034	0.6001049405
1782	0.4414847759	0.6000955137
1783	0.4414152396	0.6000314297
1784	0.4413355841	0.599907698
1785	0.4413264769	0.5998891219
1786	0.4412830524	0.5998351879
1787	0.4411409862	0.5997039342
1788	0.4410889202	0.5996052
1789	0.4408925009	0.5993733032
1790	0.440788699	0.5992840769
1791	0.44075014	0.5992424991
1792	0.4407328508	0.5992132124
1793	0.4407099554	0.5991893415
1794	0.4407043466	0.5991626813
1795	0.4406118156	0.5990885789
1796	0.4405859116	0.5990063432
1797	0.4405805913	0.5989706419
1798	0.4405686514	0.598958337
1799	0.440483694	0.5988487692
1800	0.4404258136	0.5987408328
1801	0.4404036024	0.5987130483
1802	0.4403044353	0.5986022245
1803	0.4401612017	0.598503526
1804	0.4400754295	0.5984340816
1805	0.4400691881	0.5984241314
1806	0.4400559525	0.5983999253
1807	0.4399763544	0.5982979464
1808	0.4398189014	0.5980870093
1809	0.4398002428	0.5980601955
1810	0.4397854559	0.5980385429
1811	0.4397162938	0.5979595215
1812	0.4396997711	0.5979368844
1813	0.4395504131	0.5977434931
1814	0.4394902272	0.5976567033
1815	0.439464465	0.5976339907
1816	0.4394352023	0.5975974297
1817	0.4393104923	0.5974304135
1818	0.4392932525	0.5974015327
1819	0.4392601644	0.5973091715
1820	0.4392382573	0.5972988996
1821	0.4390960983	0.5971115943
1822	0.4390931608	0.5970815554
1823	0.4389919411	0.596992928
1824	0.4388395738	0.5967990072
1825	0.4388312784	0.596790039
1826	0.4387660429	0.5967069247
1827	0.438764762	0.5966920397
1828	0.438630122	0.5965303057
1829	0.4385027661	0.5963408622
1830	0.4384429627	0.5962578977
1831	0.4383674088	0.5961339747
1832	0.438342157	0.5960845386
1833	0.438297035	0.5960052434
1834	0.4382707248	0.5959831905
1835	0.4382126289	0.5958663432
1836	0.4381440055	0.5957843448
1837	0.4380726094	0.5956551143
1838	0.4380124577	0.5955481258
1839	0.4379057167	0.5954720505
1840	0.4378103587	0.5953783739
1841	0.437785593	0.5953261949
1842	0.4377199237	0.5952900963
1843	0.4376789539	0.5952132388
1844	0.4375811398	0.59512847
1845	0.437523127	0.5949995255
1846	0.4374940145	0.5949436392
1847	0.4374733211	0.5949156914
1848	0.4374413192	0.5948667053
1849	0.4373048387	0.5947043255
1850	0.4370808922	0.594468942
1851	0.4369547236	0.5942881001
1852	0.4369161463	0.5942460573
1853	0.4368494375	0.5941522232
1854	0.4367313206	0.5939868053
1855	0.436656892	0.5939010325
1856	0.4365795626	0.5937914134
1857	0.4363898784	0.5935837177
1858	0.4363027727	0.5934670853
1859	0.4362832713	0.5934149305
1860	0.4362310509	0.5933535257
1861	0.4361560333	0.5932507459
1862	0.4360617229	0.5931439351
1863	0.436053078	0.5931320152
1864	0.4360394343	0.5931156539
1865	0.4359958599	0.5930684647
1866	0.4358863999	0.5928831811
1867	0.4358935292	0.5928694121
1868	0.4357897755	0.5927687911
1869	0.435778572	0.5927588035
1870	0.435564026	0.5925082856
1871	0.4355370029	0.5924205321
1872	0.4354768239	0.5923200895
1873	0.4354509917	0.5922848915
1874	0.4354191674	0.592240975
1875	0.4354097445	0.5922165817
1876	0.4353783321	0.5921686989
1877	0.4353752897	0.5921629723
1878	0.4353609937	0.592132035
1879	0.4353651442	0.5921018827
1880	0.4353268395	0.5920529081
1881	0.4352067829	0.5918884387
1882	0.4351492822	0.5918103403
1883	0.4350764659	0.5917274523
1884	0.4349621924	0.5915663246
1885	0.4349186926	0.5914658146
1886	0.4348620755	0.5913925894
1887	0.4348282726	0.5913451111
1888	0.4347864963	0.5912913919
1889	0.4347289004	0.5912290885
1890	0.4346873382	0.5911386008
1891	0.4346845044	0.5911328994
1892	0.4346323139	0.5910727522
1893	0.4345928172	0.5910167366
1894	0.4345561425	0.5909614774
1895	0.4344685332	0.5908487933
1896	0.434368059	0.5907185465
1897	0.4343250664	0.5906466827
1898	0.4343211239	0.5906412835
1899	0.434309745	0.5906239039
1900	0.4342953845	0.590595458
1901	0.4342491325	0.5905550336
1902	0.434123059	0.5903845017
1903	0.4341111574	0.5903609233
1904	0.4339978775	0.5902028797
1905	0.433930044	0.5901316835
1906	0.433868358	0.5900714024
1907	0.4338134993	0.5899655898
1908	0.4337885336	0.5899186021
1909	0.4337249735	0.589830069
1910	0.4336841691	0.5897630643
1911	0.4335336561	0.5895381081
1912	0.4335307961	0.5895324185
1913	0.4334849367	0.5894662896
1914	0.4334992012	0.5894373434
1915	0.4334726037	0.5894105856
1916	0.4332953068	0.5891839483
1917	0.4332373872	0.5891185439
1918	0.4330467508	0.5889118113
1919	0.4329976762	0.588866121
1920	0.4329505362	0.5888187752
1921	0.4329215036	0.5887740819
1922	0.4328231701	0.5886777888
1923	0.4327871042	0.5886293781
1924	0.432769818	0.5885993115
1925	0.432756511	0.5885662744
1926	0.4327484855	0.5885526217
1927	0.4327164386	0.5885278967
1928	0.4326465536	0.5884305265
1929	0.4326141629	0.5883969175
1930	0.4325790582	0.588375897
1931	0.4325149323	0.5882964961
1932	0.4324569932	0.588245389
1933	0.4324154758	0.5882047325
1934	0.4323289013	0.5881317722
1935	0.4322667249	0.5880789825
1936	0.4321560366	0.5879860472
1937	0.4320832448	0.5878898952
1938	0.4319482986	0.5877427793
1939	0.4318126653	0.587651184
1940	0.4316584282	0.5874998032
1941	0.431650874	0.587471842
1942	0.4316088292	0.5874237243
1943	0.4315794142	0.5873768377
1944	0.4315427011	0.5873039714
1945	0.4314053362	0.5871253126
1946	0.431353961	0.5870440553
1947	0.4313111881	0.5869942699
1948	0.4312459817	0.5868990203
1949	0.4311607893	0.5868189458
1950	0.4311264825	0.5867769308
1951	0.4310808352	0.5867249251
1952	0.4310749429	0.5866895214
1953	0.4310356479	0.5866198891
1954	0.4310219253	0.5865992209
1955	0.4309081993	0.5864521021
1956	0.4308376168	0.586390481
1957	0.430776273	0.5862944783
1958	0.4307336996	0.5862460024
1959	0.4307333193	0.5862066472
1960	0.4307234635	0.5861820081
1961	0.4306574198	0.586114149
1962	0.4305591895	0.5859858908
1963	0.4304233915	0.5858091194
1964	0.4303968101	0.5857713068
1965	0.4303853116	0.585754997
1966	0.4303316851	0.5856795154
1967	0.430341315	0.5856655091
1968	0.4302695815	0.5855840069
1969	0.430229449	0.5855323797
1970	0.4302175991	0.5855196034
1971	0.4301784188	0.5854805693
1972	0.4301525728	0.5854513576
1973	0.4301383585	0.5854326295
1974	0.4300508362	0.5853496097
1975	0.4299148291	0.5851357363
1976	0.4298397771	0.585030937
1977	0.4297788711	0.5849400073
1978	0.4296831647	0.5848399372
1979	0.4296371554	0.5847727194
1980	0.429574153	0.5846954171
1981	0.4294972148	0.584581536
1982	0.4294273192	0.5844829218
1983	0.4293528035	0.5843499347
1984	0.4292868568	0.5842991833
1985	0.4290914216	0.584100608
1986	0.4290040861	0.5839956329
1987	0.4288250993	0.5837490566
1988	0.4287631696	0.5836608333
1989	0.4287072815	0.5835681171
1990	0.4286740108	0.5835153792
1991	0.4285390257	0.5833311106
1992	0.4285187983	0.5832987454
1993	0.4284037664	0.5831504381
1994	0.4283513722	0.5831042447
1995	0.4283423539	0.5830891258
1996	0.4282958631	0.5830434265
1997	0.4282751698	0.5830223983
1998	0.4282049447	0.5829504156
1999	0.4281715904	0.5829128618
